Substrate,Products,Kinetic Law,Modifiers,Parameters
RelBp52IkBdNIK,RelBp52 NIK,Mass Action,,k1_IkBDeg-NFkB
cRelp50IkBdNIK,cRelp50 NIK,Mass Action,,k1_IkBDeg-NFkB
cRelp52IkBdNIK,cRelp52 NIK,Mass Action,,k1_IkBDeg-NFkB
RelAp52IkBdNIK,RelAp52 NIK,Mass Action,,k1_IkBDeg-NFkB
,Mcl1,Constant Exp,,k1_Mcl1exp-BCL2
,Bcl2,Constant Exp,,k1_Bcl2exp-BCL2
,BclxL,Constant Exp,,k1_BclxLexp-BCL2
,Mcl1,Expression With Modifier,RelAnp50n,k1_Mcl1RelAnp50n-BCL2 k2_kdMcl1RelAnp50n-BCL2 n_Mcl1-BCL2
,Mcl1,Expression With Modifier,cRelnp50n,k1_Mcl1cRelnp50n-BCL2 k2_kdMcl1cRelnp50n-BCL2 n_Mcl1-BCL2
,Mcl1,Expression With Modifier,RelBnp52n,k1_Mcl1RelBnp52n-BCL2 k2_kdMcl1RelBnp52n-BCL2 n_Mcl1-BCL2
,Bcl2,Expression With Modifier,RelAnp50n,k1_Bcl2RelAnp50n-BCL2 k2_kdBcl2RelAnp50n-BCL2 n_Bcl2-BCL2
,Bcl2,Expression With Modifier,cRelnp50n,k1_Bcl2cRelnp50n-BCL2 k2_kdBcl2cRelnp50n-BCL2 n_Bcl2-BCL2
,Bcl2,Expression With Modifier,RelBnp52n,k1_Bcl2RelBnp52n-BCL2 k2_kdBcl2RelBnp52n-BCL2 n_Bcl2-BCL2
,BclxL,Expression With Modifier,RelAnp50n,k1_BclxLRelAnp50n-BCL2 k2_kdBclxLRelAnp50n-BCL2 n_BclxL-BCL2
,BclxL,Expression With Modifier,cRelnp50n,k1_BclxLcRelnp50n-BCL2 k2_kdBclxLcRelnp50n-BCL2 n_BclxL-BCL2
,BclxL,Expression With Modifier,RelBnp52n,k1_BclxLRelBnp52n-BCL2 k2_kdBclxLRelBnp52n-BCL2 n_BclxL-BCL2
Mcl1,,Mass Action with substrate,,k1_Mcl1deg-BCL2
Bcl2,,Mass Action with substrate,,k1_Bcl2deg-BCL2
BclxL,,Mass Action with substrate,,k1_BclxLdeg-BCL2
